Town,List Year,Sale Amount,Assessed Value,Sales Ratio,Property Type,Estimated NOI,Cap Rate,SqFt,Price per SqFt
New Haven,2002,74810.0,69300.0,0.926346745,,5236.700000000001,0.08431150692015721,2340,31.97008547008547
Clinton,2008,236000.0,159300.0,0.675,Single Family,16520.0,0.0862664246514287,2341,100.81161896625373
Stamford,2015,385000.0,247590.0,0.643090909,Condo,26950.000000000004,0.058117275993555054,1576,244.28934010152284
East Granby,2012,205000.0,145400.0,0.709268293,Single Family,14350.000000000002,0.0730342173854265,968,211.77685950413223
Southington,2004,115000.0,163380.0,1.420695652,,8050.000000000001,0.08000262386263081,1508,76.25994694960212
Torrington,2007,177000.0,109300.0,0.617514124,Single Family,12390.000000000002,0.07782049997945752,2317,76.39188605955978
Farmington,2008,177500.0,113250.0,0.638028169,Condo,12425.000000000002,0.08663540651333969,2767,64.14889772316589
Waterford,2006,310000.0,252220.0,0.813612903,,21700.000000000004,0.05045993251486505,1597,194.11396368190356
Greenwich,2004,1595000.0,630000.0,0.394984326,,111650.00000000001,0.06223594070389434,1663,959.1100420926037
Killingly,2022,225000.0,120470.0,0.5354,Residential,15750.000000000002,0.0763727356005826,2350,95.74468085106383
Waterbury,2006,87550.0,37590.0,0.429354654,Single Family,6128.500000000001,0.07677658731375733,2407,36.37307852098047
Bristol,2003,182500.0,98800.0,0.541369863,,12775.000000000002,0.06985592774781554,2057,88.72143898881866
Stratford,2022,305500.0,179270.0,0.5868,Residential,21385.000000000004,0.0713140781140329,2744,111.33381924198251
South Windsor,2003,200000.0,119410.0,0.59705,,14000.000000000002,0.07035779757466619,1899,105.318588730911
Torrington,2001,8000.0,2700.0,0.3375,,560.0,0.07664218585309542,2473,3.234937323089365
Woodstock,2015,245000.0,148900.0,0.607755102,Single Family,17150.0,0.08591883792619655,1832,133.73362445414847
Bolton,2012,229000.0,233190.0,1.018296943,Single Family,16030.000000000002,0.0644998480833173,2618,87.47135217723454
Norwich,2006,147900.0,89000.0,0.601757945,Two Family,10353.000000000002,0.06436132888669799,2492,59.34991974317817
Waterbury,2005,169000.0,69090.0,0.408816568,,11830.000000000002,0.05811183921431976,900,187.77777777777777
Middletown,2016,104000.0,127160.0,1.222692308,Single Family,7280.000000000001,0.06559486033790553,1217,85.45603944124898
Waterbury,2010,17051.0,115050.0,6.747404844,Three Family,1193.5700000000002,0.07773204625773798,1936,8.807334710743802
Barkhamsted,2005,126000.0,117830.0,0.93515873,,8820.0,0.06200938203725727,992,127.01612903225806
Stamford,2013,205000.0,2192040.0,10.69287805,,14350.000000000002,0.07982894745644249,1709,119.95318899941486
Suffield,2007,466525.0,66010.0,0.141492953,Single Family,32656.750000000004,0.06205359695461626,1734,269.0455594002307
Fairfield,2019,549000.0,338100.0,0.6158,Single Family,38430.00000000001,0.07788902061647546,1978,277.5530839231547
Lebanon,2022,280000.0,84470.0,0.3016,Residential,19600.000000000004,0.10244764844787704,826,338.9830508474576
Waterbury,2004,133000.0,79380.0,0.596842105,,9310.0,0.07619487520145288,1149,115.75282854656223
Stratford,2002,225000.0,114580.0,0.509244444,,15750.000000000002,0.09271700461930703,1126,199.82238010657193
Groton,2017,240000.0,170940.0,0.7122,Single Family,16800.0,0.07683004355161442,1145,209.6069868995633
Ridgefield,2006,1069500.0,514450.0,0.481019168,Single Family,74865.0,0.06564135516320771,985,1085.7868020304568
Haddam,2013,289500.0,230940.0,0.797720207,Single Family,20265.000000000004,0.07182600583214568,2937,98.56996935648621
Winchester,2021,295000.0,128940.0,0.437,Residential,20650.000000000004,0.07437702091393908,2628,112.25266362252664
Milford,2004,289900.0,88480.0,0.305208693,,20293.000000000004,0.06753718335750723,1427,203.15346881569727
Stratford,2001,227500.0,147710.0,0.649274725,,15925.000000000002,0.06476528072759319,1616,140.77970297029702
Waterbury,2022,290000.0,142960.0,0.4929,Residential,20300.000000000004,0.0813827796786679,2244,129.23351158645275
Stratford,2021,155000.0,118020.0,0.7614,Residential,10850.000000000002,0.08026094641777058,985,157.36040609137055
Woodstock,2007,165000.0,170400.0,1.032727273,Single Family,11550.000000000002,0.08256017353159598,2557,64.52874462260462
Groton,2004,244995.0,90720.0,0.370293271,,17149.65,0.06240810614816657,2687,91.17789356159285
East Hampton,2004,252000.0,116720.0,0.463174603,,17640.0,0.07805833500929851,1772,142.21218961625283
Bridgeport,2002,31500.0,18200.0,0.577777778,,2205.0,0.06714132562538479,1008,31.25
Waterbury,2019,425000.0,514010.0,1.2094,,29750.000000000004,0.07483954532286402,1607,264.4679527069073
Colchester,2002,324000.0,181800.0,0.561111111,,22680.000000000004,0.05774384779779252,2750,117.81818181818181
Waterbury,2008,52000.0,64670.0,1.243653846,Single Family,3640.0000000000005,0.07408072373834763,2901,17.92485349879352
Norwich,2005,110000.0,85000.0,0.772727273,,7700.000000000001,0.08587943911913884,1547,71.10536522301229
East Hartford,2007,153000.0,102480.0,0.669803922,Condo,10710.000000000002,0.07823349802091176,2201,69.51385733757382
New London,2004,212000.0,110530.0,0.521367925,,14840.000000000002,0.06365032960475192,1500,141.33333333333334
Milford,2012,170000.0,138070.0,0.812176471,Condo,11900.000000000002,0.06778641994263514,846,200.94562647754137
Guilford,2021,785000.0,354710.0,0.4518,Residential,54950.00000000001,0.06772380303319715,1873,419.1137213027229
West Haven,2002,189000.0,83440.0,0.441481481,,13230.000000000002,0.05795277440786616,1382,136.75832127351663
New Britain,2003,116000.0,63140.0,0.544310345,,8120.000000000001,0.07244019683085505,2071,56.01158860453887
Brookfield,2004,197000.0,67330.0,0.34177665,,13790.000000000002,0.060002354378737896,1210,162.8099173553719
Harwinton,2019,186000.0,126510.0,0.6802,,13020.000000000002,0.05825294135972829,2042,91.0871694417238
Ledyard,2012,10300.0,10150.0,0.985436893,Single Family,721.0000000000001,0.07238146352598482,985,10.456852791878173
Bridgeport,2022,320000.0,160305.0,0.5009,Residential,22400.000000000004,0.07868928856328188,1419,225.5109231853418
New Canaan,2014,2950000.0,1388870.0,0.47080339,Single Family,206500.00000000003,0.08061164152049978,1405,2099.644128113879
Naugatuck,2013,178000.0,77050.0,0.432865169,Three Family,12460.000000000002,0.07562655373114752,2682,66.36838180462341
Windsor Locks,2019,235000.0,140350.0,0.5972,Single Family,16450.0,0.06036243061798059,1299,180.90839107005388
Plainville,2003,183900.0,82400.0,0.448069603,,12873.000000000002,0.06064565259988102,2976,61.79435483870968
New Britain,2015,2000.0,33740.0,16.87,,140.0,0.08160650902470748,2436,0.8210180623973727
Milford,2004,570000.0,241010.0,0.422824561,,39900.00000000001,0.07408609081850434,1553,367.03155183515776
Hartford,2005,190000.0,42140.0,0.221789474,,13300.000000000002,0.07214569006328511,2050,92.6829268292683
Bristol,2001,410000.0,203780.0,0.49702439,,28700.000000000004,0.07220118738951085,2463,166.46366220056842
Naugatuck,2001,108000.0,76980.0,0.712777778,,7560.000000000001,0.07815822871123775,1747,61.82026330852891
Greenwich,2009,845449.0,4582620.0,5.420338779,Single Family,59181.43000000001,0.04878297815099979,2893,292.23954372623575
Windham,2008,168000.0,122710.0,0.730416667,Single Family,11760.000000000002,0.07801713945113498,1105,152.03619909502262
Thomaston,2004,109900.0,29890.0,0.271974522,,7693.000000000001,0.0691710302930421,2819,38.985455835402625
Norwich,2016,145000.0,97400.0,0.671724138,Two Family,10150.000000000002,0.08436782742669065,1013,143.1391905231984
Stratford,2006,340000.0,215810.0,0.634735294,Single Family,23800.000000000004,0.052799372617391364,1811,187.74157923799007
Southington,2007,490000.0,444990.0,0.908142857,Single Family,34300.0,0.07050590562251129,2293,213.6938508504143
Glastonbury,2021,295000.0,188200.0,0.6379,Residential,20650.000000000004,0.07062818099397045,2957,99.76327358809604
Union,2002,188000.0,122290.0,0.650478723,,13160.000000000002,0.10416804914674291,2306,81.52645273200346
Windsor,2015,252000.0,160230.0,0.635833333,Single Family,17640.0,0.06867095211277507,2213,113.87257117035698
Naugatuck,2020,270000.0,137300.0,0.5085,Residential,18900.0,0.06642566157502655,1249,216.17293835068054
Hartford,2012,348000.0,36190.0,0.103994253,,24360.000000000004,0.06226017452808684,952,365.546218487395
Plymouth,2020,140000.0,116610.0,0.8329,Residential,9800.000000000002,0.05753920457214875,1531,91.44350097975179
Waterbury,2021,199900.0,61680.0,0.3085,Residential,13993.000000000002,0.06771091135004811,1208,165.48013245033113
Guilford,2005,275000.0,136980.0,0.498109091,,19250.000000000004,0.07896828793577165,823,334.1433778857837
Rocky Hill,2016,114300.0,113050.0,0.989063867,Condo,8001.000000000001,0.07637162242360886,2368,48.26858108108108
West Haven,2018,199000.0,170030.0,0.8544,Single Family,13930.000000000002,0.07349099418642924,2961,67.20702465383316
Marlborough,2007,154000.0,79870.0,0.518636364,,10780.000000000002,0.07352834164391839,2998,51.36757838559039
South Windsor,2010,323094.0,67690.0,0.209505593,Single Family,22616.58,0.0739364422359164,2171,148.82266236757255
East Hartford,2013,150000.0,87230.0,0.581533333,Single Family,10500.000000000002,0.07690927747642044,1378,108.85341074020319
North Branford,2002,600000.0,379890.0,0.63315,,42000.00000000001,0.06709327139715275,2327,257.8427159432746
Waterbury,2006,99000.0,11900.0,0.12020202,Condo,6930.000000000001,0.07198208241987966,2118,46.742209631728045
Bristol,2014,43000.0,85960.0,1.999069767,Single Family,3010.0000000000005,0.0811140883298835,1686,25.50415183867141
Meriden,2016,152337.0,98630.0,0.647446123,Single Family,10663.59,0.06666003695462372,1641,92.83180987202925
Hamden,2004,75357.0,49070.0,0.651167111,,5274.990000000001,0.06306407947214676,2250,33.492
Portland,2015,190500.0,107940.0,0.566614173,Single Family,13335.000000000002,0.06763479755661905,2899,65.71231459123835
Enfield,2022,285000.0,63000.0,0.2211,Industrial,19950.000000000004,0.05654638288674488,896,318.08035714285717
Danbury,2021,43000.0,70500.0,1.6395,Vacant Land,3010.0000000000005,0.058955236730750975,2977,14.444071212630165
Voluntown,2003,172000.0,62230.0,0.361802326,,12040.000000000002,0.07616615432757429,2897,59.371763893683124
Montville,2010,40000.0,52050.0,1.30125,,2800.0000000000005,0.0669351113449485,2642,15.14004542013626
Norwich,2014,26000.0,33500.0,1.288461538,Condo,1820.0000000000002,0.061017769825571264,1601,16.239850093691444
Fairfield,2021,625000.0,370160.0,0.5922,Residential,43750.00000000001,0.07937058784265043,2003,312.03195207189214
Meriden,2015,200500.0,129010.0,0.643441397,Single Family,14035.000000000002,0.055205124389578086,1182,169.62774957698815
Mansfield,2018,389900.0,277700.0,0.7122,Single Family,27293.000000000004,0.06953667523113599,1452,268.5261707988981
Shelton,2015,415000.0,255780.0,0.616337349,Condo,29050.000000000004,0.07114043364095889,2051,202.3403217942467
East Hartford,2020,191000.0,83370.0,0.4364,Residential,13370.000000000002,0.06163908329780374,2069,92.31512808119865
Glastonbury,2003,719654.0,78500.0,0.109080197,,50375.780000000006,0.07131329143065307,2550,282.21725490196076
Stratford,2002,90000.0,39900.0,0.443333333,,6300.000000000001,0.05788073493558983,1546,58.214747736093145
Stamford,2018,112000.0,8842550.0,78.9513,,7840.000000000001,0.06393850244302968,891,125.70145903479236
Killingly,2011,3200000.0,5566750.0,1.739609375,,224000.00000000003,0.05848138063487634,1742,1836.9690011481057
Bridgeport,2021,265000.0,174020.0,0.6566,Residential,18550.0,0.06375023739259099,1614,164.18835192069392
Putnam,2017,195000.0,86900.0,0.445641026,Single Family,13650.000000000002,0.06378703220064301,1326,147.05882352941177
Guilford,2018,400000.0,181780.0,0.4544,Single Family,28000.000000000004,0.08203990410516684,2810,142.34875444839858
New Haven,2021,334900.0,132702.0,0.3962,Residential,23443.000000000004,0.08764348034189826,1255,266.85258964143424
Naugatuck,2016,90000.0,111380.0,1.237555556,Single Family,6300.000000000001,0.08068775425108445,1806,49.83388704318937
Putnam,2021,308800.0,143400.0,0.4643,Residential,21616.000000000004,0.06476997269639004,2833,109.00105894811155
New London,2015,139000.0,0.0,0.0,Condo,9730.000000000002,0.05687534258345247,2804,49.57203994293866
Wilton,2021,910000.0,468090.0,0.5143,Residential,63700.00000000001,0.07109238401619843,1360,669.1176470588235
Meriden,2015,53000.0,108290.0,2.043207547,Two Family,3710.0000000000005,0.06415702111189737,2268,23.368606701940035
Montville,2003,165000.0,88630.0,0.537151515,,11550.000000000002,0.06804730188641783,1223,134.9141455437449
Bridgeport,2005,150000.0,54736.0,0.364906667,,10500.000000000002,0.07403251632286764,973,154.16238437821173
Killingworth,2002,550000.0,297600.0,0.541090909,,38500.00000000001,0.07355148772816002,1051,523.3111322549952
Prospect,2007,213300.0,158990.0,0.745382091,Single Family,14931.000000000002,0.06083191256406335,1338,159.4170403587444
Bridgeport,2014,41000.0,101590.0,2.477804878,Single Family,2870.0000000000005,0.07963459079809466,1254,32.69537480063796
Portland,2018,121400.0,121520.0,1.0009,Single Family,8498.0,0.06844253973078361,1727,70.29530978575565
Tolland,2020,271000.0,152000.0,0.560885609,Residential,18970.0,0.07186999008990595,1545,175.40453074433657
Waterbury,2009,177500.0,138050.0,0.777746479,Two Family,12425.000000000002,0.07364289132585777,1718,103.31781140861467
Danbury,2011,225000.0,207600.0,0.922666667,Condo,15750.000000000002,0.08166419577695921,2622,85.81235697940504
Norwalk,2006,538500.0,247380.0,0.459387187,Three Family,37695.0,0.05746852047827734,1733,310.732833237161
Danbury,2010,256402.0,275800.0,1.075654636,Single Family,17948.140000000003,0.07657147231925338,1408,182.1036931818182
Manchester,2002,89900.0,66400.0,0.738598443,,6293.000000000001,0.08696590617793701,1219,73.74897456931912
Waterbury,2004,38000.0,18230.0,0.479736842,,2660.0000000000005,0.07296399650326511,1267,29.99210734017364
Danbury,2015,240000.0,160600.0,0.669166667,Single Family,16800.0,0.05994129575553948,980,244.89795918367346
West Haven,2013,170000.0,117810.0,0.693,Single Family,11900.000000000002,0.06848187161145375,1152,147.56944444444446
Milford,2020,600000.0,718490.0,1.1974,Commercial,42000.00000000001,0.08266417905837553,12603,47.60771244941681
New Britain,2009,157000.0,114100.0,0.726751592,Two Family,10990.000000000002,0.0755359177222728,1126,139.4316163410302
Sterling,2019,2650000.0,30210.0,0.0114,,185500.00000000003,0.06745036977320906,1869,1417.8705189941145
Ashford,2003,70890.0,31500.0,0.444350402,,4962.3,0.061640689299695114,1677,42.27191413237925
Branford,2005,292500.0,134000.0,0.458119658,,20475.000000000004,0.059759615278920986,2780,105.2158273381295
Colchester,2005,225000.0,176000.0,0.782222222,,15750.000000000002,0.07568119603050008,2216,101.53429602888086
East Lyme,2018,310000.0,226310.0,0.73,Single Family,21700.000000000004,0.06826573603502539,1448,214.08839779005524
Suffield,2016,217000.0,134400.0,0.619354839,Condo,15190.000000000002,0.07664380179756812,2109,102.89236605026079
Woodbury,2015,555000.0,472260.0,0.850918919,Single Family,38850.00000000001,0.08929630740923793,2500,222.0
Groton,2003,260000.0,109550.0,0.421346154,,18200.0,0.06677180994554252,804,323.3830845771144
Stamford,2020,500000.0,222960.0,0.4459,Residential,35000.0,0.07572076324227563,1415,353.35689045936397
Glastonbury,2003,67000.0,40400.0,0.602985075,,4690.0,0.0735075146079041,2403,27.881814398668332
Waterbury,2004,151500.0,78330.0,0.517029703,,10605.000000000002,0.05937749571727204,1275,118.82352941176471
Montville,2003,70000.0,39980.0,0.571142857,,4900.000000000001,0.07376432577076417,1220,57.377049180327866
Hartford,2002,1550000.0,1192730.0,0.769503226,,108500.00000000001,0.08010830360238919,2354,658.4536958368734
New Milford,2009,149000.0,111300.0,0.746979866,Condo,10430.000000000002,0.06377467225966957,1789,83.28675237562884
Brooklyn,2001,223000.0,110650.0,0.496188341,,15610.000000000002,0.06893551202293971,2577,86.53473030655802
West Hartford,2013,130000.0,125580.0,0.966,Single Family,9100.0,0.05275277945368278,936,138.88888888888889
Old Saybrook,2022,190000.0,125500.0,0.6605,Residential,13300.000000000002,0.08440145768859653,1225,155.10204081632654
Wallingford,2006,260000.0,231840.0,0.891692308,Three Family,18200.0,0.051529530826887424,1783,145.82164890633763
East Hampton,2004,50000.0,27950.0,0.559,,3500.0000000000005,0.07161690140262329,1208,41.390728476821195
Waterbury,2006,169000.0,80220.0,0.474674556,Condo,11830.000000000002,0.05428156992356283,1941,87.06852138073158
Fairfield,2002,250000.0,93100.0,0.3724,,17500.0,0.06611045023710557,1443,173.25017325017325
Groton,2013,370000.0,261940.0,0.707945946,Single Family,25900.000000000004,0.06886845036204295,1866,198.28510182207933
Norwalk,2004,279900.0,131460.0,0.469667738,,19593.000000000004,0.07846586962107999,2917,95.95474802879671
East Hartford,2009,200900.0,135310.0,0.673519164,Single Family,14063.000000000002,0.07915521700400091,1288,155.97826086956522
Greenwich,2006,2875000.0,1781710.0,0.619725217,Condo,201250.00000000003,0.08070037391081814,1036,2775.096525096525
North Branford,2004,278000.0,115780.0,0.41647482,,19460.000000000004,0.06113357451777942,1995,139.34837092731829
